order_item_id,restaurant_id,name,price,quantity,image,description
2ff6b855-e2a6-423d-aed6-a2bf7a785926,8f60625b-6a60-4265-bb23-e221448caa1e,Caesar Salad,31.83,61,,"Romaine, parmesan, croutons, and Caesar dressing"
a7e8a32c-9032-4130-b275-0fbcf2df30e8,8f60625b-6a60-4265-bb23-e221448caa1e,Salmon Roll,32.77,183,,Fresh salmon with avocado and rice
9f3f4039-23d0-424f-ac82-89ce5242030c,8f60625b-6a60-4265-bb23-e221448caa1e,Cappuccino,5.33,68,,Espresso with steamed milk foam
0f34a702-8cc1-49ed-bf8d-d4631ba7f2f9,8f60625b-6a60-4265-bb23-e221448caa1e,Greek Salad,20.12,210,,"Feta, olives, cucumber, and oregano vinaigrette"
d837e93c-e43e-4640-9d24-8f15d637e01a,8f60625b-6a60-4265-bb23-e221448caa1e,Cappuccino,27.80,148,,Espresso with steamed milk foam
73168800-d121-47f7-8a72-529634c5c585,8f60625b-6a60-4265-bb23-e221448caa1e,Fish Tacos,38.08,233,,Grilled fish with slaw and lime
1451fc8f-e13e-4316-8d4a-52d9fc63c9ca,6d7b7269-b1a6-4476-aafc-6cf71a087943,Chocolate Cake,33.73,145,,Rich chocolate cake with ganache
b0ff49cf-d549-41b6-90a8-ae4d4b52e8d0,6d7b7269-b1a6-4476-aafc-6cf71a087943,Cheesecake,36.16,195,,Creamy cheesecake with berry sauce
ee294b5e-eccd-44ce-9318-01145451ec4e,6d7b7269-b1a6-4476-aafc-6cf71a087943,Latte,19.88,197,,Smooth espresso with milk
4b0f392c-efe9-46e1-a0ce-cb4ed711003d,6d7b7269-b1a6-4476-aafc-6cf71a087943,Penne Arrabiata,34.07,75,,Penne pasta with spicy tomato sauce
92a7f455-e555-449e-8417-efe9e46608a0,6d7b7269-b1a6-4476-aafc-6cf71a087943,Iced Tea,26.31,75,,Chilled black tea with lemon
24cb3d10-8dc6-44fa-8b7b-a84bded01737,6d7b7269-b1a6-4476-aafc-6cf71a087943,Cheesecake,6.32,78,,Creamy cheesecake with berry sauce
5240d7db-af42-4580-9e88-2071c137f6b7,6d7b7269-b1a6-4476-aafc-6cf71a087943,Penne Arrabiata,13.39,86,,Penne pasta with spicy tomato sauce
ceba84a8-be98-489f-b246-f81a9a9c34b5,6d7b7269-b1a6-4476-aafc-6cf71a087943,Veggie Burger,8.54,64,,Plant-based patty with fresh vegetables
4b3c6d7c-fffb-4186-8ce2-b1b0e7701a44,aea1756c-f0ab-4c9f-8a2a-c79e5b539805,Chicken Noodle Soup,29.21,21,,Hearty chicken broth with noodles
aa2938f5-05d6-4122-8f3c-d4226b39abdc,aea1756c-f0ab-4c9f-8a2a-c79e5b539805,French Fries,18.34,143,,Golden fries with sea salt
1befeb55-2271-453d-b45b-1d9f0ecdc21d,aea1756c-f0ab-4c9f-8a2a-c79e5b539805,Cappuccino,18.63,57,,Espresso with steamed milk foam
c9a2195d-9e48-4cc0-aba0-42b64f6d5017,aea1756c-f0ab-4c9f-8a2a-c79e5b539805,French Fries,17.68,202,,Golden fries with sea salt
13672c31-a9d7-4338-8854-fc0a003b953f,aea1756c-f0ab-4c9f-8a2a-c79e5b539805,Pepperoni Pizza,34.69,200,,Spicy pepperoni with mozzarella cheese
c78134a9-e89e-4203-9bac-861e6f702407,aea1756c-f0ab-4c9f-8a2a-c79e5b539805,Chicken Wings,20.86,246,,Crispy wings with buffalo sauce
6deedd42-82dc-4edc-9fda-be9f16bd51bb,aea1756c-f0ab-4c9f-8a2a-c79e5b539805,Ribeye Steak,14.37,104,,Grilled ribeye with herb butter
8f6ec0f2-3587-4bd4-a491-65b18580de7c,f413e8ec-f405-40c1-a9dc-3ca7f575d357,French Fries,23.09,193,,Golden fries with sea salt
b7290b28-6d71-4f19-b324-d61f8bf72b3e,f413e8ec-f405-40c1-a9dc-3ca7f575d357,Lasagna,21.27,74,,Layered pasta with beef ragù and béchamel
6e5d97e7-09e4-4c51-a6a3-50f6a996a001,f413e8ec-f405-40c1-a9dc-3ca7f575d357,Chocolate Cake,21.18,104,,Rich chocolate cake with ganache
edc7539d-6b78-4fac-9e93-62a596c4e10b,f413e8ec-f405-40c1-a9dc-3ca7f575d357,Chicken Burrito,27.85,209,,Large burrito with chicken and beans
01841cc7-6005-430b-97a5-f3f43838ec2d,f413e8ec-f405-40c1-a9dc-3ca7f575d357,Mozzarella Sticks,29.86,220,,Fried mozzarella with marinara
5889d6a2-239f-499a-a6e5-7790053d1032,f413e8ec-f405-40c1-a9dc-3ca7f575d357,Cappuccino,36.97,164,,Espresso with steamed milk foam
cbc78509-b2fc-4186-942d-45aa55410288,f413e8ec-f405-40c1-a9dc-3ca7f575d357,Pepperoni Pizza,36.51,156,,Spicy pepperoni with mozzarella cheese
2572f16f-f5ae-4e57-a63d-455442f0202b,f413e8ec-f405-40c1-a9dc-3ca7f575d357,Pepperoni Pizza,6.56,114,,Spicy pepperoni with mozzarella cheese
ac49b880-f1f4-4a71-85d5-6c501e82fc0a,f413e8ec-f405-40c1-a9dc-3ca7f575d357,Tomato Soup,35.05,51,,Creamy tomato soup with herbs
fe29858a-9f5b-4c98-ae31-abb7642e1602,f413e8ec-f405-40c1-a9dc-3ca7f575d357,Cheeseburger,12.97,88,,"Beef patty with cheddar, lettuce, and tomato"
177d2a0c-e41c-4523-b9ae-d3b3f2048383,f413e8ec-f405-40c1-a9dc-3ca7f575d357,Spaghetti Carbonara,20.05,91,,Creamy pasta with pancetta and parmesan
5d4b44e1-b754-4c02-a762-7f6457db57a2,f413e8ec-f405-40c1-a9dc-3ca7f575d357,Chicken Wings,13.63,248,,Crispy wings with buffalo sauce
ed686e1c-5170-4664-84c9-5033662b6818,f413e8ec-f405-40c1-a9dc-3ca7f575d357,French Fries,12.68,25,,Golden fries with sea salt
402ebd3b-12ce-4e1d-bac7-f484ac34afc7,f413e8ec-f405-40c1-a9dc-3ca7f575d357,Latte,4.21,143,,Smooth espresso with milk
579fedae-4736-4923-9757-a41c1a3ed62c,e2c0418e-0bc7-4936-8931-92f9011d8d45,Ribeye Steak,11.66,22,,Grilled ribeye with herb butter
b1475658-9cbb-46c7-9871-c6f6dab2b0ea,38c7133c-5ba5-44c1-b028-0ea5d15b6443,BBQ Chicken Pizza,30.95,248,,"Smoky BBQ sauce, grilled chicken, and red onion"
1deea64a-914b-4268-b654-f663a5d4f23d,38c7133c-5ba5-44c1-b028-0ea5d15b6443,Penne Arrabiata,10.76,10,,Penne pasta with spicy tomato sauce
6e13126f-c89d-4609-a711-eb3c68a3f145,38c7133c-5ba5-44c1-b028-0ea5d15b6443,Chicken Noodle Soup,12.18,126,,Hearty chicken broth with noodles
aed21b2a-6618-46a3-9e6a-64d18ee9a87c,38c7133c-5ba5-44c1-b028-0ea5d15b6443,Greek Salad,24.03,60,,"Feta, olives, cucumber, and oregano vinaigrette"
65b99d08-1af4-4dfc-9434-7e93e61e3b52,38c7133c-5ba5-44c1-b028-0ea5d15b6443,Cappuccino,28.96,201,,Espresso with steamed milk foam
fd345899-55a8-4c3d-b4b9-a1947748cbab,38c7133c-5ba5-44c1-b028-0ea5d15b6443,Grilled Salmon,9.61,160,,Salmon fillet with lemon butter
a5bf2b1f-9f3a-4f5c-acc1-bf1d8fd648f9,38c7133c-5ba5-44c1-b028-0ea5d15b6443,Greek Salad,31.81,46,,"Feta, olives, cucumber, and oregano vinaigrette"
39cc2f03-57ce-4c30-8a52-7555bc8b70da,38c7133c-5ba5-44c1-b028-0ea5d15b6443,Beef Tacos,7.43,11,,Seasoned beef tacos with salsa
d9f4b6a3-2cc2-41e4-8fe7-733878868872,38c7133c-5ba5-44c1-b028-0ea5d15b6443,Beef Tacos,24.46,237,,Seasoned beef tacos with salsa
41a95308-6999-4cf7-9aad-b202c1717724,38c7133c-5ba5-44c1-b028-0ea5d15b6443,Chicken Wings,17.94,188,,Crispy wings with buffalo sauce
f5a3e097-fee2-40ee-a88e-77159a050b1a,38c7133c-5ba5-44c1-b028-0ea5d15b6443,Tuna Roll,6.27,181,,Tuna roll with sesame and nori
9e2b7292-831a-4705-a592-a29865c4922e,38c7133c-5ba5-44c1-b028-0ea5d15b6443,Penne Arrabiata,7.21,202,,Penne pasta with spicy tomato sauce
832e3f53-6c85-4e04-b78f-45afa1305b9a,38c7133c-5ba5-44c1-b028-0ea5d15b6443,Beef Tacos,34.45,158,,Seasoned beef tacos with salsa
4ec1f8e5-e86f-4156-8bd7-b07aeae9dee6,2294803b-7195-47f6-a1a4-b89c977b1907,Greek Salad,32.48,149,,"Feta, olives, cucumber, and oregano vinaigrette"
44aac2d8-a078-4500-aeb6-2f02b0bbb59a,2294803b-7195-47f6-a1a4-b89c977b1907,BBQ Chicken Pizza,16.14,114,,"Smoky BBQ sauce, grilled chicken, and red onion"
cb87c44d-88b8-4a14-8001-0de2e3cb2566,2294803b-7195-47f6-a1a4-b89c977b1907,Grilled Salmon,6.01,170,,Salmon fillet with lemon butter
3e7cfcf6-a502-46e7-8865-8ccf145d90fc,2294803b-7195-47f6-a1a4-b89c977b1907,Chicken Burrito,3.96,112,,Large burrito with chicken and beans
7ca03423-f7eb-4a72-9581-13addaf828f3,2294803b-7195-47f6-a1a4-b89c977b1907,Iced Tea,7.34,250,,Chilled black tea with lemon
2ce12bb7-4986-4e63-8640-b7404925fac0,2294803b-7195-47f6-a1a4-b89c977b1907,Grilled Salmon,26.64,217,,Salmon fillet with lemon butter
9f30b597-0a26-40c6-89e5-6359bae76ae2,2294803b-7195-47f6-a1a4-b89c977b1907,Cappuccino,29.25,116,,Espresso with steamed milk foam
3cc2e1b2-e646-499a-bfa9-ae0ab6471ea7,2294803b-7195-47f6-a1a4-b89c977b1907,Salmon Roll,30.21,171,,Fresh salmon with avocado and rice
b56ca873-f306-42ca-9c3f-f31530ae7b0e,2294803b-7195-47f6-a1a4-b89c977b1907,Pad Thai,25.92,240,,Rice noodles with peanuts and tamarind
bb8ae987-c3f2-40b0-9c61-11c8ab326c25,2294803b-7195-47f6-a1a4-b89c977b1907,Latte,20.42,216,,Smooth espresso with milk
70faee98-a058-4d34-9603-c07d1980375e,2294803b-7195-47f6-a1a4-b89c977b1907,Pad Thai,15.23,67,,Rice noodles with peanuts and tamarind
2ef3c833-758a-4e6b-a558-1e6036f068b9,2294803b-7195-47f6-a1a4-b89c977b1907,Veggie Burger,13.65,120,,Plant-based patty with fresh vegetables
7a1700f5-fa55-45fc-806e-92bc858743ce,2294803b-7195-47f6-a1a4-b89c977b1907,Penne Arrabiata,30.82,150,,Penne pasta with spicy tomato sauce
e7b594c3-4475-4a72-b791-186c8e18d140,160ed1cf-cffc-41b5-b231-6a416eb3b3e6,Chicken Wings,15.74,131,,Crispy wings with buffalo sauce
ad4c668e-8a80-495b-ac03-f0c94acf514c,160ed1cf-cffc-41b5-b231-6a416eb3b3e6,Fish Tacos,10.12,59,,Grilled fish with slaw and lime
1326d491-dd88-4a89-90f5-b3a9e5b5b860,160ed1cf-cffc-41b5-b231-6a416eb3b3e6,Ribeye Steak,32.54,92,,Grilled ribeye with herb butter
42be6aef-0194-4528-9715-08483c0c2721,160ed1cf-cffc-41b5-b231-6a416eb3b3e6,Pad Thai,35.54,184,,Rice noodles with peanuts and tamarind
fe50059d-701e-4ab9-b7e8-7dc25885e689,160ed1cf-cffc-41b5-b231-6a416eb3b3e6,Pad Thai,23.73,137,,Rice noodles with peanuts and tamarind
cf2224e9-6092-4c0a-ad38-6d0cf2a60c6f,160ed1cf-cffc-41b5-b231-6a416eb3b3e6,Tuna Roll,6.62,189,,Tuna roll with sesame and nori
e85bfc6c-5453-4d01-916a-0885c98c4210,160ed1cf-cffc-41b5-b231-6a416eb3b3e6,French Fries,21.28,199,,Golden fries with sea salt
15d301b7-9d17-4f56-80ea-17f45ddf4c4f,160ed1cf-cffc-41b5-b231-6a416eb3b3e6,Penne Arrabiata,28.64,170,,Penne pasta with spicy tomato sauce
8b8c679d-7174-4c2f-8ad4-20b7409bd085,160ed1cf-cffc-41b5-b231-6a416eb3b3e6,Iced Tea,19.81,9,,Chilled black tea with lemon
3dc866d2-503d-4f4b-922c-20b0e737d338,160ed1cf-cffc-41b5-b231-6a416eb3b3e6,Veggie Burger,14.21,108,,Plant-based patty with fresh vegetables
cc3213f1-ffd6-4253-993b-63ec6a9b3ef2,b935065f-76f3-40d4-8fe5-b4b30d20a644,Penne Arrabiata,14.65,153,,Penne pasta with spicy tomato sauce
32071d0a-e6c5-437b-a101-231ebc2c8cb3,b935065f-76f3-40d4-8fe5-b4b30d20a644,Grilled Salmon,20.73,140,,Salmon fillet with lemon butter
c0119405-d8cd-44d4-8a8f-fa0c9cfa8be9,b935065f-76f3-40d4-8fe5-b4b30d20a644,Ribeye Steak,18.99,195,,Grilled ribeye with herb butter
cbd01a1f-7131-46ea-9772-79e2a55eb2bc,b935065f-76f3-40d4-8fe5-b4b30d20a644,Chicken Burrito,16.31,121,,Large burrito with chicken and beans
9031b382-2484-4e5b-84bc-f6559579780f,b935065f-76f3-40d4-8fe5-b4b30d20a644,Pad Thai,14.66,64,,Rice noodles with peanuts and tamarind
178f09d8-a61a-49a8-b90b-14ec5d7e913c,b935065f-76f3-40d4-8fe5-b4b30d20a644,Greek Salad,29.75,85,,"Feta, olives, cucumber, and oregano vinaigrette"
4ee32391-0095-4f44-9f40-c1d44c223a19,b935065f-76f3-40d4-8fe5-b4b30d20a644,Greek Salad,30.54,248,,"Feta, olives, cucumber, and oregano vinaigrette"
f8b4c3e2-fc2a-4b4d-9675-d2b6ca6d41c8,b935065f-76f3-40d4-8fe5-b4b30d20a644,Salmon Roll,10.47,194,,Fresh salmon with avocado and rice
2bb58ea5-295c-4a86-a7d5-e4c9fc305f20,b935065f-76f3-40d4-8fe5-b4b30d20a644,Latte,13.56,155,,Smooth espresso with milk
6d9b134d-dbad-4f68-82f1-4dcb74404729,b935065f-76f3-40d4-8fe5-b4b30d20a644,Kung Pao Chicken,39.19,218,,Spicy stir-fry with peanuts and peppers
40bf7b33-20a6-48b7-b1b2-cc4ed6e241ef,b935065f-76f3-40d4-8fe5-b4b30d20a644,Tuna Roll,14.28,97,,Tuna roll with sesame and nori
2e183eaa-bb7b-4c51-9bd4-53e2e3d76c55,b935065f-76f3-40d4-8fe5-b4b30d20a644,Salmon Roll,14.50,186,,Fresh salmon with avocado and rice
93b67e65-e2cb-438f-aaf2-c09144b5ae3b,87904746-0008-4242-9e8f-5ff814e89d1a,Tomato Soup,13.48,18,,Creamy tomato soup with herbs
47574cf9-4d43-408a-bf0b-d2ce3fbb8bb5,87904746-0008-4242-9e8f-5ff814e89d1a,Kung Pao Chicken,28.89,37,,Spicy stir-fry with peanuts and peppers
b06c5a20-e5f1-4381-9215-fe2df65f84cb,87904746-0008-4242-9e8f-5ff814e89d1a,Iced Tea,7.23,8,,Chilled black tea with lemon
2167ef6a-1f64-4ed2-be05-f4c1601f8939,87904746-0008-4242-9e8f-5ff814e89d1a,Kung Pao Chicken,20.59,117,,Spicy stir-fry with peanuts and peppers
7e157f2d-c8d5-43ef-bb19-e4404990563a,87904746-0008-4242-9e8f-5ff814e89d1a,Chicken Burrito,10.21,18,,Large burrito with chicken and beans
28fcfce7-7e9c-4d8b-8707-88d1219d61a4,87904746-0008-4242-9e8f-5ff814e89d1a,Chicken Alfredo,37.75,127,,Pasta in rich alfredo sauce with chicken
e7574198-d7a2-45bd-b68e-47b78b7249c2,87904746-0008-4242-9e8f-5ff814e89d1a,Greek Salad,33.43,107,,"Feta, olives, cucumber, and oregano vinaigrette"
31f5377c-0898-4f46-943b-f9912bbfa5b5,87904746-0008-4242-9e8f-5ff814e89d1a,Iced Tea,6.20,166,,Chilled black tea with lemon
76c4e5ec-47f9-42e2-9b1f-269741c20a3a,87904746-0008-4242-9e8f-5ff814e89d1a,Cheeseburger,9.02,212,,"Beef patty with cheddar, lettuce, and tomato"
091a7ee5-f73a-423a-aa7f-a83894fd9782,e124b5ea-55ec-47cb-908a-7265f048e5fa,Beef Tacos,6.60,68,,Seasoned beef tacos with salsa
47ed3b21-499e-4b36-8345-151ab0e391d8,e124b5ea-55ec-47cb-908a-7265f048e5fa,Greek Salad,23.81,111,,"Feta, olives, cucumber, and oregano vinaigrette"
7d761a48-f96b-432e-a865-9e80800e3610,e124b5ea-55ec-47cb-908a-7265f048e5fa,Lasagna,31.74,102,,Layered pasta with beef ragù and béchamel
497cfc00-158c-45dd-b1a3-561eb4b2bf77,e124b5ea-55ec-47cb-908a-7265f048e5fa,Cheesecake,36.57,81,,Creamy cheesecake with berry sauce
b72d5391-7295-4aea-8adb-fe0070321bb4,e124b5ea-55ec-47cb-908a-7265f048e5fa,Chocolate Cake,14.62,163,,Rich chocolate cake with ganache
41bafb38-b947-4d16-b3b7-5ed9d2cb3909,e124b5ea-55ec-47cb-908a-7265f048e5fa,Cheeseburger,25.69,194,,"Beef patty with cheddar, lettuce, and tomato"
05a15481-5e98-48d6-9c54-bc1394205845,e124b5ea-55ec-47cb-908a-7265f048e5fa,Caesar Salad,37.99,58,,"Romaine, parmesan, croutons, and Caesar dressing"
a337975f-803a-4ece-a328-0e3fb66894bb,e124b5ea-55ec-47cb-908a-7265f048e5fa,Spaghetti Carbonara,13.13,25,,Creamy pasta with pancetta and parmesan
1078baf6-3f38-4bae-ab58-bea80b96cb8d,e124b5ea-55ec-47cb-908a-7265f048e5fa,Sushi Combo,12.23,146,,Assorted sushi rolls with soy sauce
dc36bb51-864a-4185-baec-7529e80ae8fb,e124b5ea-55ec-47cb-908a-7265f048e5fa,Bacon Burger,9.20,109,,"Crispy bacon, cheddar, and house sauce"
19086e0a-3c06-4187-8d08-61ccb42c5359,c22d887b-9cc1-4842-b155-4606fc5d23d2,Latte,14.10,64,,Smooth espresso with milk
a838028f-bc15-4b9c-b667-ede259552ab4,c22d887b-9cc1-4842-b155-4606fc5d23d2,Kung Pao Chicken,29.23,184,,Spicy stir-fry with peanuts and peppers
b8d285c0-4280-49e0-821d-d6826b71b743,c22d887b-9cc1-4842-b155-4606fc5d23d2,Cappuccino,6.09,64,,Espresso with steamed milk foam
c2b1d0a7-4422-4f12-9703-ebaba485f416,c22d887b-9cc1-4842-b155-4606fc5d23d2,Chicken Alfredo,32.18,165,,Pasta in rich alfredo sauce with chicken
0baf8e43-5497-4a0a-b878-1fcf01d705a0,c22d887b-9cc1-4842-b155-4606fc5d23d2,Tuna Roll,18.98,144,,Tuna roll with sesame and nori
1094adc0-1743-4a59-a284-a1ea3783ff18,c22d887b-9cc1-4842-b155-4606fc5d23d2,Lasagna,27.07,237,,Layered pasta with beef ragù and béchamel
ce84740e-504d-4a09-8db7-92b56159b637,c22d887b-9cc1-4842-b155-4606fc5d23d2,Pad Thai,33.59,23,,Rice noodles with peanuts and tamarind
c2a5a261-a44c-4129-a379-e5cd7ccb2c97,c22d887b-9cc1-4842-b155-4606fc5d23d2,Cheeseburger,9.54,83,,"Beef patty with cheddar, lettuce, and tomato"
d023a40b-5ad6-4d05-8b3b-d8a52d30d238,7bb2d0c9-414e-4b31-9118-381553ca85f6,Kung Pao Chicken,19.49,124,,Spicy stir-fry with peanuts and peppers
db2a1bfb-c901-4b1f-a39f-6380d5fef8ae,7bb2d0c9-414e-4b31-9118-381553ca85f6,Beef Tacos,28.97,246,,Seasoned beef tacos with salsa
a219c14d-9d73-477a-b671-85df1548ff11,7bb2d0c9-414e-4b31-9118-381553ca85f6,Pad Thai,21.72,131,,Rice noodles with peanuts and tamarind
c8994264-aafa-41cc-9a7b-7095015ecbd8,7bb2d0c9-414e-4b31-9118-381553ca85f6,Cheesecake,6.43,15,,Creamy cheesecake with berry sauce
62f51ca7-ea6b-4ae9-85cd-095ccc577ee1,7bb2d0c9-414e-4b31-9118-381553ca85f6,Chocolate Cake,30.24,159,,Rich chocolate cake with ganache
3ece33dd-b921-4beb-8065-1bf38542cbe0,7bb2d0c9-414e-4b31-9118-381553ca85f6,Chicken Alfredo,4.44,63,,Pasta in rich alfredo sauce with chicken
282ff04c-f598-4b93-a0cd-8f564a7e9661,7bb2d0c9-414e-4b31-9118-381553ca85f6,Pepperoni Pizza,39.88,177,,Spicy pepperoni with mozzarella cheese
33e1af7b-bcb1-4baa-aac6-fa1c93998d49,7bb2d0c9-414e-4b31-9118-381553ca85f6,Pad Thai,24.48,200,,Rice noodles with peanuts and tamarind
0af83078-3635-4fbb-9078-deed692d0082,7bb2d0c9-414e-4b31-9118-381553ca85f6,Salmon Roll,20.63,171,,Fresh salmon with avocado and rice
df8c7909-71c1-4b53-9839-3de50b83dc3c,7bb2d0c9-414e-4b31-9118-381553ca85f6,Cheesecake,36.85,51,,Creamy cheesecake with berry sauce
58af11d0-3040-4063-a209-a60ff63b16e1,9a30a2bc-5549-4270-9e10-759164d547d7,Chocolate Cake,26.61,130,,Rich chocolate cake with ganache
f62ad52d-9dd9-4e66-92fa-152e5f19bd36,9a30a2bc-5549-4270-9e10-759164d547d7,Veggie Burger,20.61,109,,Plant-based patty with fresh vegetables
ed6f9336-92b4-4634-9075-3c19aa099203,9a30a2bc-5549-4270-9e10-759164d547d7,Chicken Burrito,15.19,31,,Large burrito with chicken and beans
bfeb8593-2977-4f31-b850-4bad01c6a28d,9a30a2bc-5549-4270-9e10-759164d547d7,Sushi Combo,15.50,182,,Assorted sushi rolls with soy sauce
e1a04500-c7c2-4ea1-8dfb-09d24daf840b,9a30a2bc-5549-4270-9e10-759164d547d7,Iced Tea,13.99,246,,Chilled black tea with lemon
8109f818-95be-4c91-9a24-9905ee2baca8,9a30a2bc-5549-4270-9e10-759164d547d7,Mozzarella Sticks,33.11,145,,Fried mozzarella with marinara
b6d5ba1e-b583-46e9-8131-7b2f8213e181,9a30a2bc-5549-4270-9e10-759164d547d7,BBQ Chicken Pizza,20.06,85,,"Smoky BBQ sauce, grilled chicken, and red onion"
8a094c63-e1c0-4df3-b681-5391a61f13a8,9a30a2bc-5549-4270-9e10-759164d547d7,Chicken Alfredo,15.27,202,,Pasta in rich alfredo sauce with chicken
685e8787-8d02-436d-8cc4-7989322f8970,9a30a2bc-5549-4270-9e10-759164d547d7,Mozzarella Sticks,34.98,216,,Fried mozzarella with marinara
80b5629d-69a2-46c3-bf23-2bc37f543d81,9a30a2bc-5549-4270-9e10-759164d547d7,Margherita Pizza,27.44,143,,"Classic pizza with tomato, mozzarella, and basil"
66975f45-2afd-4589-9c4e-4bd8c9f348ac,10e94e70-fc14-49a1-8b84-490c5369f788,French Fries,5.47,137,,Golden fries with sea salt
dfe17e93-e3c0-4ac6-b6af-b3ea7d73e99b,10e94e70-fc14-49a1-8b84-490c5369f788,Grilled Salmon,26.16,132,,Salmon fillet with lemon butter
f88e22c0-2dd7-4975-959c-b1a544fa26cb,10e94e70-fc14-49a1-8b84-490c5369f788,Cheesecake,31.16,57,,Creamy cheesecake with berry sauce
cb7bf1e0-ee41-41a0-9c05-4cbfa271acc5,10e94e70-fc14-49a1-8b84-490c5369f788,Pad Thai,23.49,242,,Rice noodles with peanuts and tamarind
8fd4c74c-9d7a-436b-bae9-162f8ace3dbd,10e94e70-fc14-49a1-8b84-490c5369f788,Kung Pao Chicken,19.45,183,,Spicy stir-fry with peanuts and peppers
4dd113cd-91f6-4343-a274-9bba27fee934,10e94e70-fc14-49a1-8b84-490c5369f788,Iced Tea,7.92,166,,Chilled black tea with lemon
2b01eeab-f52d-4aff-bcf7-e3830935c5fb,10e94e70-fc14-49a1-8b84-490c5369f788,Penne Arrabiata,29.34,84,,Penne pasta with spicy tomato sauce
d96a25c1-5705-4dfa-a985-b91bf3b916b4,10e94e70-fc14-49a1-8b84-490c5369f788,Margherita Pizza,23.60,28,,"Classic pizza with tomato, mozzarella, and basil"
744bea6a-b641-4b46-9bc1-f922cbe6054f,f4d51ce5-49c6-44c4-9dbd-8b5cc4cf0fa8,Greek Salad,20.30,35,,"Feta, olives, cucumber, and oregano vinaigrette"
549bfcdb-37b9-473b-9081-a74b205c35e6,f4d51ce5-49c6-44c4-9dbd-8b5cc4cf0fa8,Chicken Noodle Soup,21.64,188,,Hearty chicken broth with noodles
aab8a868-fc19-42fd-ab9d-b5548df56a9f,f4d51ce5-49c6-44c4-9dbd-8b5cc4cf0fa8,Kung Pao Chicken,22.02,74,,Spicy stir-fry with peanuts and peppers
5f09af00-eb4e-4059-8a28-1cb800f7b1d4,f4d51ce5-49c6-44c4-9dbd-8b5cc4cf0fa8,French Fries,33.88,125,,Golden fries with sea salt
20b53b5c-646d-4428-941a-c4abbb41cade,22957205-c117-4d7c-b179-50faeec0da92,Cappuccino,23.57,103,,Espresso with steamed milk foam
bf794fa5-bfb5-45fe-99b5-c1d0e8c74e29,22957205-c117-4d7c-b179-50faeec0da92,Tuna Roll,37.06,135,,Tuna roll with sesame and nori
f09063f6-3ef5-4fb3-a40d-8024275870ed,22957205-c117-4d7c-b179-50faeec0da92,Tomato Soup,34.95,75,,Creamy tomato soup with herbs
8937fb2a-eea4-47cd-b69b-152abbc3aea3,22957205-c117-4d7c-b179-50faeec0da92,French Fries,15.87,206,,Golden fries with sea salt
d4bd1bd2-8df1-4537-8403-c94cbf74412b,cf425e13-8093-4419-a158-cb40caabb3ac,Pad Thai,33.37,77,,Rice noodles with peanuts and tamarind
c7204e50-00c1-4cb8-afd6-8fbc88631a0e,cf425e13-8093-4419-a158-cb40caabb3ac,Beef Tacos,33.98,153,,Seasoned beef tacos with salsa
2fd40f4d-a3a8-40e4-8d98-4f5fba0ac631,cf425e13-8093-4419-a158-cb40caabb3ac,Iced Tea,35.00,119,,Chilled black tea with lemon
2efefb58-8046-45d1-8fbc-e75a51ec621e,cf425e13-8093-4419-a158-cb40caabb3ac,Latte,16.06,146,,Smooth espresso with milk
3c6cc0b7-f19b-467f-bc0d-4b90b81867fb,cf425e13-8093-4419-a158-cb40caabb3ac,Chicken Wings,20.07,87,,Crispy wings with buffalo sauce
5ffed5e2-a8be-4f42-a0fb-c7cdd5ef42f1,cf425e13-8093-4419-a158-cb40caabb3ac,Tuna Roll,39.20,66,,Tuna roll with sesame and nori
2c1e7ecb-2381-4e45-8280-5455f4973e67,cf425e13-8093-4419-a158-cb40caabb3ac,Chicken Wings,12.00,203,,Crispy wings with buffalo sauce
b04b33a8-dcd2-498b-8ee3-a915e58404f7,cf425e13-8093-4419-a158-cb40caabb3ac,French Fries,5.09,195,,Golden fries with sea salt
8bf1a92a-860e-46a2-abb4-85b5a12a1ca1,cf425e13-8093-4419-a158-cb40caabb3ac,Latte,29.17,212,,Smooth espresso with milk
20216ec8-02b0-42be-9bec-e693624ed25d,75a37be7-1cf6-463d-958b-6d42017c45e3,Chicken Wings,39.48,207,,Crispy wings with buffalo sauce
15d92001-804b-4644-9a03-a822d1c53cc9,75a37be7-1cf6-463d-958b-6d42017c45e3,Chicken Noodle Soup,21.53,14,,Hearty chicken broth with noodles
9f7c2e00-e429-41a9-a381-6a3ef7750271,75a37be7-1cf6-463d-958b-6d42017c45e3,Tomato Soup,21.78,156,,Creamy tomato soup with herbs
568d6a2b-cd84-4ef4-9429-28c9cfb1172d,75a37be7-1cf6-463d-958b-6d42017c45e3,Chicken Burrito,35.16,228,,Large burrito with chicken and beans
fbe22d27-7eb8-4445-b161-07392b193235,75a37be7-1cf6-463d-958b-6d42017c45e3,Cheesecake,7.13,238,,Creamy cheesecake with berry sauce
894d280e-aa5c-4796-8082-43c49e2ac58d,75a37be7-1cf6-463d-958b-6d42017c45e3,Cappuccino,4.06,41,,Espresso with steamed milk foam
38b8da06-14b7-4d75-85c7-933c5e1f50d8,75a37be7-1cf6-463d-958b-6d42017c45e3,French Fries,35.20,44,,Golden fries with sea salt
